time;a;d;g;r;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10
86470;104.93;1.6961896;1.62456;0.5946608;-3.41733;-2.64141;0.05985;0.64402;-0.38613;-0.10333;0.65423;-0.67653;-0.41392;0.8612
86480;104.184;1.6684282;1.61589;0.5944341;-3.68755;-3.05673;0.21757;0.67431;-0.38394;0.08602;0.73667;-0.60477;-0.42931;0.96586
86490;103.952;1.5659057;1.61438;0.6042768;-3.91384;-3.02751;0.03032;0.62734;-0.59621;-0.0425;0.41987;-0.81891;-0.21296;1.01211
86500;103.965;1.6328926;1.61631;0.5989898;-4.01706;-3.19738;0.50651;0.91876;-0.37826;-0.0304;0.80018;-0.49449;-0.20069;1.38878
86510;104.112;1.5993706;1.61433;0.607234;-3.98717;-3.16107;0.21537;0.58032;-0.48614;-0.50206;0.76044;-0.58267;-0.39942;1.22366
86520;104.648;1.6187218;1.61538;0.5968813;-3.97216;-3.23097;0.59775;0.45631;-0.44561;-0.18055;0.88057;-0.66389;-0.1482;1.16087
86530;104.913;1.6178401;1.61304;0.5984785;-3.85825;-3.03321;0.36901;0.43908;-0.37236;-0.3113;0.71957;-0.66219;-0.10327;1.08824
86540;107.106;1.6684296;1.60805;0.6062564;-3.73808;-2.48356;0.08765;0.44436;-0.70711;-0.34235;0.82572;-0.93397;-0.10715;0.73646
86550;103.933;1.5707797;1.61222;0.6091713;-4.03159;-2.94359;0.2967;0.62107;-0.70963;-0.39514;0.25358;-0.52237;-0.20091;0.93928
86560;104.488;1.6035367;1.61944;0.5937405;-3.65402;-2.97541;0.18878;0.9235;-0.53379;-0.47575;0.73937;-0.5286;-0.18973;0.96622
86570;105.119;1.6556215;1.61796;0.5938613;-3.66697;-3.00179;0.27501;0.54805;-0.46215;-0.44443;0.65683;-0.59005;-0.34494;0.82535
86580;102.202;1.5775522;1.61081;0.5972697;-3.91011;-3.03861;0.4738;0.47901;-0.50809;-0.38559;0.81402;-0.6779;-0.19737;0.99427
86590;103.635;1.611551;1.61243;0.593996;-3.49414;-2.83731;0.04889;0.49359;-0.66056;-0.12955;0.69726;-0.764;-0.19519;1.02242
86600;104.198;1.6472589;1.62095;0.5922449;-3.59625;-3.03673;0.14776;0.64267;-0.5848;-0.09895;0.54456;-0.69194;-0.41094;0.86823
86610;103.203;1.6814455;1.62066;0.5842239;-3.432;-2.84185;0.3041;0.74239;-0.46757;-0.08433;0.8735;-0.60464;-0.11198;1.02747
86620;103.845;1.6652199;1.62153;0.5957062;-3.56919;-2.82845;-0.1617;0.88501;-0.38767;-0.11719;0.5432;-0.41187;-0.33719;0.81095
86630;103.573;1.6154009;1.61863;0.5971891;-3.61049;-2.72344;-0.04513;0.56204;-0.59646;-0.46669;0.63727;-0.48809;-0.20066;0.64548
86640;102.867;1.7025411;1.62517;0.5909382;-3.6238;-3.10891;0.35449;0.68915;-0.19244;-0.01238;0.6336;-0.75179;-0.50026;0.99056
86650;102.649;1.6183094;1.61403;0.5923303;-3.61989;-2.98903;0.12466;0.33259;-0.14231;-0.24356;0.8808;-0.66864;-0.34592;0.78568
86660;100.621;1.633864;1.60581;0.6013728;-3.75866;-2.57979;0.09469;0.33167;-0.22183;-0.12198;0.6973;-0.72548;-0.21315;0.82926
86670;102.802;1.6365728;1.61965;0.5858984;-3.68443;-3.20711;0.43949;0.31021;-0.1732;-0.19769;0.98032;-0.80109;-0.37061;0.93435
86680;104.293;1.7000829;1.62687;0.5820265;-3.46251;-2.82441;0.58492;0.55155;-0.08183;-0.02404;0.91658;-0.8789;-0.2026;0.94351
86690;102.53;1.7091706;1.62016;0.5929769;-3.397;-2.38126;0.38594;0.32012;-0.33139;-0.31061;0.70118;-1.17397;-0.05574;0.9145
86700;102.071;1.5661739;1.61272;0.5994058;-4.05772;-3.16209;0.56042;0.3994;-0.19451;-0.27132;0.85372;-0.49881;-0.09722;1.02433
86710;102.161;1.6050755;1.61016;0.5946816;-4.00108;-3.26221;0.64183;0.28996;-0.0015;0.07126;1.08437;-0.69297;-0.07515;1.20804
86720;100.635;1.5823895;1.61838;0.5977648;-3.79998;-3.03716;0.3867;0.15589;-0.36755;-0.2526;0.8506;-0.58346;-0.14333;1.18204
86730;103.189;1.5820588;1.61653;0.5935007;-3.93218;-3.28205;0.87159;0.3083;-0.46234;0.05511;0.93924;-0.46084;-0.49923;1.42098
86740;101.907;1.6040175;1.6237;0.5933676;-4.04986;-3.77599;0.75616;0.45378;-0.16325;0.0962;1.38476;-0.48508;-0.54528;1.28187
86750;103.98;1.6154189;1.61564;0.5959176;-4.03475;-3.66177;0.69072;0.45046;-0.28905;0.12637;1.04207;-0.27154;-0.35926;1.30401
86760;103.165;1.6661899;1.62074;0.5920213;-3.84223;-3.42965;0.55526;0.51734;-0.24365;-0.18393;0.89575;-0.12349;-0.48698;0.85767
86770;103.912;1.629369;1.61952;0.6008508;-4.10521;-3.68277;0.75114;-0.06983;-0.22904;-0.24657;0.88672;-0.31211;-0.44578;1.13649
86780;103.152;1.5521216;1.61124;0.6047737;-3.9478;-3.10843;0.27347;0.33151;-0.26462;-0.12188;0.9269;-0.57813;-0.20072;1.39013
86790;104.253;1.5713853;1.62158;0.6020367;-3.73793;-3.05774;0.05296;0.23519;-0.24455;-0.32589;0.84888;-0.72712;-0.2026;1.03141
86800;104.314;1.5874041;1.61144;0.6086142;-4.21528;-3.37811;0.76305;0.08971;-0.30704;-0.30585;0.85878;-0.72076;-0.34024;1.26378
86810;103.108;1.5689964;1.61355;0.6027347;-4.01917;-3.42208;0.25743;0.49483;-0.129;-0.41135;0.74856;-0.47848;-0.53326;1.05953
86820;102.813;1.5593529;1.61335;0.6007934;-3.81806;-3.17954;0.29845;0.35654;-0.45007;-0.28344;0.56687;-0.46004;-0.34527;1.17808
86830;103.663;1.6014054;1.61886;0.5920475;-3.61282;-3.1123;0.61299;0.25655;-0.43551;-0.04646;0.58446;-0.58503;-0.41988;1.21158
86840;102.32;1.6317089;1.62412;0.5779884;-3.25657;-3.03263;0.45233;0.54749;-0.16183;0.07072;0.96465;-0.45642;-0.37752;1.30876
86850;101.69;1.5740938;1.61904;0.5938522;-3.77787;-2.99202;0.33782;0.52135;-0.25153;-0.19751;0.69583;-0.48715;-0.45602;0.80722
86860;103.323;1.6794016;1.61744;0.5932387;-3.64553;-2.80703;0.1389;0.62627;0.06576;-0.06375;0.5678;-0.58473;-0.31022;0.8028
86870;102.6;1.6780891;1.61544;0.595085;-3.56262;-2.68515;0.14845;0.41006;0.06139;-0.0336;0.35776;-0.71619;-0.55815;0.91042
86880;100.379;1.6358181;1.61201;0.5950849;-3.4966;-2.46997;-0.1458;0.29505;-0.15191;-0.41211;0.72551;-0.3392;0.0044;0.57838
86890;99.828;1.6990597;1.62248;0.5957963;-3.33389;-2.30683;-0.28301;0.17462;-0.0265;-0.58788;0.39849;-0.33317;-0.23008;0.2499
86900;101.508;1.567919;1.6227;0.5944107;-3.53528;-2.58923;0.1115;0.11873;-0.20214;-0.21985;0.46556;-0.39773;-0.26767;0.72648
86910;102.964;1.6399668;1.61556;0.5944682;-3.72302;-2.78073;0.35572;0.05624;0.05907;-0.28143;0.61643;-0.2867;-0.13245;0.81812
86920;99.638;1.6333272;1.61162;0.6041619;-3.95788;-2.83104;0.23409;0.1046;0.32798;-0.20905;0.2157;-0.06874;-0.17109;0.7767
86930;100.589;1.7021238;1.61902;0.5907229;-3.53496;-2.59373;0.33843;0.284;0.3459;-0.14575;0.29441;-0.08894;-0.31923;0.67191
86940;103.763;1.7443672;1.638;0.5750166;-3.02312;-2.74405;0.26308;0.2841;0.58923;-0.33489;0.67455;-0.27919;-0.4838;0.89047
86950;102.46;1.6024759;1.62137;0.5953922;-3.59978;-2.40463;0.33443;0.22428;-0.17735;-0.16849;0.28028;-0.04443;0.05462;0.77625
86960;102.71;1.5606284;1.62497;0.5953855;-3.54622;-2.44535;0.52195;0.26836;-0.56644;-0.05903;0.59933;-0.64775;-0.16831;0.81205
86970;102.425;1.6267847;1.62155;0.5864888;-3.39869;-2.65677;0.63351;0.3774;-0.29848;0.05422;0.89933;-0.84622;-0.33262;1.12639
86980;102.608;1.5649331;1.6247;0.5907541;-3.41235;-2.79423;-0.00809;0.63472;-0.2699;-0.33221;0.83233;-0.59188;-0.33759;0.99047
86990;102.642;1.5802342;1.61429;0.6041133;-3.59764;-2.43617;-0.10848;0.09992;-0.6698;-0.28034;0.6959;-0.82136;-0.29966;0.68868
87000;101.205;1.5911168;1.61367;0.5986573;-3.59243;-2.68069;0.0107;0.48499;-0.57728;-0.24981;0.74938;-0.59268;-0.49576;0.79891
87010;102.81;1.5601698;1.61469;0.6035776;-3.72501;-2.61224;-0.02796;0.13914;-0.35807;-0.47897;0.82094;-0.55641;-0.43683;0.68135
87020;101.377;1.6497146;1.61469;0.6054437;-3.47596;-1.96738;-0.23686;0.15112;-0.00189;0.03938;0.71531;-0.75201;-0.24028;0.6847
87030;100.18;1.6549423;1.61998;0.5955595;-3.31422;-2.04075;0.01517;0.2849;-0.22071;0.14033;0.67922;-0.95408;-0.09003;0.75358
87040;99.423;1.6754106;1.61989;0.5976924;-3.50892;-2.25993;0.14833;0.34156;-0.07335;-0.10742;0.77006;-0.97087;-0.16273;0.64984
87050;100.609;1.6713923;1.62401;0.5931559;-3.39911;-2.24477;0.11526;-0.08539;-0.02649;0.07755;0.69691;-0.43539;-0.17467;0.72026
87060;100.23;1.6135571;1.61701;0.6044309;-3.7297;-2.05151;0.44416;0.21912;-0.36462;0.01368;0.77013;-0.87974;-0.0197;0.85883
87070;98.722;1.5815858;1.60979;0.603509;-3.83229;-2.66355;0.17817;0.18703;-0.10614;-0.19113;0.45752;-0.60907;-0.44213;0.80505
87080;103.734;1.7080383;1.61661;0.5926728;-3.59219;-2.8106;0.28752;-0.06328;0.15299;-0.17478;0.79712;-0.80412;-0.11564;0.84047
87090;102.06;1.6425701;1.623;0.5862791;-3.49733;-3.06147;0.19918;0.2752;0.13063;-0.1209;0.93023;-0.44278;-0.34479;1.08865
87100;102.778;1.5994188;1.62128;0.5957137;-3.43327;-2.82535;-0.13931;0.12518;-0.13454;-0.52127;0.78248;-0.55288;-0.56898;0.7995
87110;102.102;1.6631433;1.6232;0.5888368;-3.33296;-2.64781;-0.06016;0.32706;0.07371;0.057;0.84226;-0.76863;-0.16403;1.03782
87120;101.467;1.6799469;1.61667;0.5819215;-3.34114;-3.07887;0.37554;0.0554;-0.25365;0.01735;1.21171;-0.86111;-0.31859;1.02995
87130;99.898;1.6615493;1.6143;0.5855017;-3.63527;-3.12042;0.30107;0.34487;0.09704;-0.30008;1.21749;-0.69539;-0.24621;1.02356
87140;102.886;1.629621;1.61963;0.6026487;-3.68553;-2.66142;-0.0556;0.39162;0.00004;0.05293;0.53057;-0.31332;-0.25742;1.06284
87150;100.399;1.6796556;1.61782;0.5844957;-3.43559;-2.73119;0.53207;0.33575;0.04685;0.18154;1.00427;-0.42014;-0.27024;1.09448
87160;103.403;1.7088183;1.61721;0.5904695;-3.53366;-2.55275;0.24311;0.22641;0.09981;-0.0209;0.91912;-0.25458;-0.03595;1.05976
87170;100.492;1.6325686;1.61151;0.5998755;-3.50933;-2.36819;0.03847;-0.07219;-0.20471;-0.39766;0.81083;-0.47376;-0.32051;0.80587
87180;103.047;1.6877273;1.62224;0.5857896;-3.38072;-2.53937;0.46313;0.30738;-0.03758;0.05436;0.7702;-0.44721;-0.21767;0.87226
87190;102.929;1.6485542;1.63463;0.5857463;-3.2116;-3.00522;-0.42762;0.3754;0.30982;-0.07964;0.94618;-0.04131;-0.28708;0.78944
87200;101.839;1.5875288;1.62239;0.5929447;-3.38625;-2.86326;-0.3393;0.23593;-0.1387;-0.20531;0.82315;0.0363;-0.42324;0.81938
87210;99.362;1.6769818;1.61556;0.5885295;-3.40082;-2.67133;0.22532;0.24912;-0.08155;-0.09863;0.80851;-0.6498;-0.38762;0.96088
87220;99.949;1.7366796;1.62269;0.5857757;-3.37507;-2.87968;0.49799;0.08589;-0.023;0.11149;0.5892;-0.71122;-0.58242;0.96149
87230;101.046;1.6705815;1.62058;0.5905764;-3.46114;-2.76697;0.1147;0.28927;0.02833;-0.00974;0.61769;-0.37263;-0.66104;0.77257
87240;100.212;1.6183807;1.61876;0.5957717;-3.4711;-2.70387;-0.1943;0.54973;-0.43969;-0.1604;0.4756;-0.39375;-0.54672;0.82773
87250;101.443;1.6386596;1.61402;0.5900698;-3.37037;-2.7633;0.15045;0.20141;-0.23165;0.07108;0.73895;-0.48447;-0.69097;1.04299
87260;102.368;1.6424315;1.6208;0.59288;-3.54627;-3.21876;0.07244;0.39498;-0.07715;-0.37962;0.76458;-0.44648;-0.58632;0.83362
87270;102.228;1.6656883;1.62708;0.5827213;-3.23978;-3.23408;0.20218;0.38526;0.00025;-0.34881;0.95641;-0.36051;-0.79532;0.98202
87280;103.664;1.6804997;1.62761;0.5965198;-3.07765;-2.3946;-0.40035;0.38908;-0.26499;-0.48254;0.67216;-0.93653;-0.57558;0.62248
87290;100.149;1.7043606;1.62313;0.5910792;-3.25407;-2.43038;-0.13737;0.56291;0.18259;-0.17207;0.79258;-0.78414;-0.53411;0.77078
87300;105.062;1.6338032;1.61988;0.5904179;-3.4985;-2.87632;0.45889;0.32594;-0.20872;-0.51065;0.76427;-0.63254;-0.49841;0.96163
87310;102.714;1.6831166;1.62452;0.5898948;-3.45155;-3.01487;0.43116;0.52262;-0.29943;-0.30775;0.71928;-0.87683;-0.74123;1.00757
87320;103.759;1.8812449;1.63245;0.5767581;-2.76047;-2.83171;-0.10678;0.56885;0.48618;-0.16028;0.79606;-0.87434;-0.70725;0.7762
87330;101.465;1.7896161;1.63189;0.583033;-3.22894;-2.54106;0.22024;0.63089;0.27047;-0.17075;0.38835;-0.63262;-0.35793;0.50345
87340;102.845;1.7439977;1.63261;0.578281;-3.05535;-2.82824;0.1571;0.47459;0.23882;-0.43637;0.52597;-0.12332;-0.36339;0.68789
87350;102.818;1.7034314;1.62979;0.5866702;-3.14956;-2.67162;0.02565;0.77781;0.05157;0.09368;0.48746;-0.58049;-0.61732;0.81417
87360;101.77;1.7403264;1.62814;0.5882459;-3.0512;-2.26407;0.0103;0.50831;0.08082;-0.2593;0.57112;-0.57872;-0.58207;0.66368
87370;103.969;1.689607;1.63639;0.5803121;-2.87678;-2.32296;0.04931;0.48006;-0.40988;0.22306;0.81527;-0.33827;-0.68511;0.65526
87380;104.026;1.7560651;1.64239;0.5766382;-2.67304;-2.01335;0.33471;0.62166;-0.47111;0.29054;0.99985;-0.56026;-0.41157;0.71516
87390;103.984;1.7721266;1.64007;0.5854838;-3.01019;-2.23239;0.17793;0.96176;-0.46753;0.13967;0.66041;-0.46079;-0.66367;0.5499
87400;104.03;1.7767929;1.64364;0.5815121;-2.64131;-2.12045;0.01194;1.01104;-0.56306;0.20203;0.54878;-0.58876;-0.82907;0.58325
87410;102.315;1.7493207;1.63856;0.5821358;-2.61598;-2.253;-0.21333;0.92972;-0.57844;0.16583;0.70684;-0.28013;-0.73535;0.69585
87420;102.297;1.7860469;1.6345;0.5814029;-2.65245;-2.10681;-0.25589;0.73206;-0.16018;0.28067;0.6232;-0.46283;-0.53943;0.63714
87430;104.132;1.7078168;1.63431;0.5794401;-2.87236;-2.42727;0.25661;0.44848;-0.51886;0.14999;0.74977;-0.42987;-0.7917;0.59239
87440;103.622;1.6900655;1.63598;0.5770417;-2.59064;-2.25985;0.10466;0.74251;-0.55721;0.03526;0.81101;-0.28777;-0.89463;0.41834
87450;104.324;1.6803274;1.62552;0.5868402;-2.74984;-1.96884;-0.10455;0.41399;-0.68278;-0.00385;1.01842;-0.58089;-0.56685;0.7349
87460;103.333;1.6394277;1.62313;0.5938702;-2.94104;-2.03946;-0.07802;0.35621;-0.5769;-0.37126;0.8388;-1.02261;-0.39733;0.70956
87470;103.607;1.6552681;1.63796;0.583977;-2.62653;-2.11494;-0.25977;0.73664;-0.5742;-0.12149;0.7275;-0.82537;-0.81371;0.59848
87480;102.7;1.670269;1.63728;0.582891;-2.86928;-2.49801;-0.18029;0.89866;-0.56125;-0.03082;0.81871;-0.42838;-0.51754;0.65918
87490;102.655;1.7011389;1.62665;0.5824301;-2.59007;-2.15754;-0.26765;0.75909;-0.50806;-0.06072;1.00267;-0.58907;-0.51199;0.97619
87500;104.654;1.6590321;1.63656;0.581666;-2.68158;-2.45443;-0.33371;0.73373;-0.44628;-0.29122;1.08716;-0.36363;-0.66904;0.73301
87510;103.316;1.6111985;1.6339;0.5791164;-2.94044;-2.69809;0.12974;0.52712;-0.57828;-0.16956;1.01371;-0.39977;-0.70034;0.56065
87520;107.126;1.7918192;1.64329;0.5825014;-2.71806;-2.06534;0.15563;0.86853;-0.37006;0.12824;0.59133;-0.67307;-0.8258;0.51134
87530;104.994;1.7948619;1.63577;0.5805801;-2.57782;-1.86226;0.05059;0.58347;-0.58543;-0.15087;0.66361;-0.53227;-0.29546;0.44867
87540;101.732;1.7143294;1.63663;0.5993801;-2.80169;-2.08993;-0.67083;0.53516;-0.25203;-0.02644;0.56241;-0.45903;-0.59976;0.57975
87550;103.558;1.7315879;1.6351;0.5881622;-3.15297;-2.68259;0.13327;0.4364;-0.3241;0.39239;0.32229;-0.1187;-0.55238;0.58288
87560;103.8;1.6453083;1.63765;0.5964822;-3.11827;-2.51941;-0.5881;0.86146;-0.3093;-0.03815;0.45437;0.20212;-0.86929;0.30788
87570;100.704;1.6801739;1.6282;0.5910262;-3.10329;-2.81382;-0.44883;0.84472;0.06189;0.29943;0.53874;-0.02427;-0.7387;0.66959
87580;103.464;1.6442845;1.6307;0.5925242;-3.15992;-2.80888;-0.2345;0.88969;-0.22277;0.31906;0.42012;-0.12099;-0.75266;0.8704
87590;106.574;1.7124788;1.6471;0.5930019;-2.95561;-2.8105;-0.19122;0.56967;-0.18321;0.38754;0.10109;-0.7156;-0.91979;0.78163
87600;105.312;1.698088;1.63882;0.5953807;-3.35328;-2.9053;0.18799;0.22373;-0.06059;0.43489;-0.06896;-0.53706;-0.97437;0.4967
87610;103.7;1.718889;1.64639;0.5957122;-3.17731;-2.51632;-0.33367;0.49038;-0.09944;0.20764;0.08339;-0.35262;-0.75393;0.07903
87620;104.15;1.7248607;1.63645;0.601078;-3.03311;-2.29634;-0.61415;0.39088;-0.24582;0.42194;0.24685;-0.4992;-0.6079;0.41366
87630;104.385;1.7141243;1.6445;0.5908054;-2.6997;-2.48304;-0.82645;0.89326;-0.24961;-0.25944;0.33228;-0.03896;-0.69136;0.38494
87640;102.418;1.6865296;1.62516;0.6015798;-3.27498;-2.60128;-0.64668;1.04484;-0.0458;0.00748;0.45659;0.15789;-0.61825;0.58495
87650;101.689;1.7391284;1.63177;0.5989639;-2.97957;-2.20534;-0.5288;0.50988;-0.15201;-0.20995;0.20233;-0.0887;-0.80042;0.2126
87660;103.545;1.683069;1.62868;0.6035093;-3.19332;-2.577;-0.56767;0.62667;-0.49208;-0.26088;0.20734;-0.38537;-0.81216;0.35422
87670;101.933;1.6992744;1.62199;0.5966096;-3.23725;-2.88831;-0.16151;0.44008;-0.02713;0.3068;0.44383;-0.39733;-0.6604;0.99266
87680;102.895;1.6142282;1.62776;0.5988793;-3.41285;-2.72025;0.06935;0.34872;-0.21432;0.00834;0.38917;-0.08859;-0.51733;0.72346
87690;101.834;1.666255;1.63002;0.5914903;-3.0383;-2.37349;-0.13497;0.32444;-0.18696;0.10202;0.21433;-0.36594;-0.37651;0.59347
87700;102.814;1.7403148;1.63201;0.58952;-2.7224;-2.30871;-0.44645;0.36994;-0.11703;-0.12727;0.33757;-0.07023;-0.35428;0.77203
87710;103.389;1.6918898;1.62328;0.5961224;-3.17363;-2.32177;-0.22257;0.62817;-0.46322;-0.1382;0.40426;0.16928;-0.45352;0.5271
87720;105.694;1.6948791;1.63425;0.5936392;-3.08188;-2.3228;-0.10871;0.7807;-0.23067;-0.1847;0.41537;0.06341;-0.45082;0.48059
87730;105.137;1.7007631;1.63435;0.5994697;-3.31028;-2.3758;-0.25163;0.89734;0.16894;-0.24803;0.34244;0.57555;-0.28083;0.54246
87740;105.423;1.8347167;1.63606;0.5918527;-2.83643;-2.07857;-0.32989;0.9135;0.10683;-0.05872;0.49858;-0.24168;-0.34323;0.42899
87750;105.258;1.8402083;1.63348;0.5884337;-2.59058;-2.11252;-0.5916;0.64288;0.12529;-0.06691;0.65725;-0.04538;-0.19514;0.63914
87760;104.346;1.7731006;1.6368;0.5858228;-2.47055;-2.24574;-0.55148;0.38651;0.02113;-0.16105;0.54372;-0.28716;-0.4546;0.61997
87770;104.506;1.7996786;1.6406;0.5884166;-2.45131;-2.14258;-0.63883;0.26945;0.25277;-0.22232;0.57601;-0.43069;-0.42984;0.82221
87780;103.388;1.7502148;1.6343;0.5948743;-2.8493;-2.39162;-0.48747;-0.01309;0.31242;-0.47406;0.70485;-0.42033;-0.37319;0.97297
87790;103.19;1.7837781;1.63209;0.5845868;-2.76817;-2.73425;-0.68529;0.42739;0.40396;-0.34373;0.60946;0.03157;-0.32224;0.87727
87800;101.891;1.7750964;1.62739;0.5934287;-2.96128;-2.76153;-0.31117;0.08001;0.36564;-0.16083;0.69622;-0.49048;-0.41368;1.30746
87810;104.429;1.7592512;1.63285;0.5856184;-2.89639;-2.489;0.0267;0.13886;0.23551;-0.24617;0.47418;-0.17638;-0.22711;0.98321
87820;103.643;1.7938607;1.62389;0.5884374;-2.65607;-2.23162;-0.67365;0.51096;0.10102;-0.3243;0.54722;0.05786;-0.16945;0.67635
87830;101.882;1.773249;1.6329;0.5940928;-3.01946;-2.39693;-0.65599;0.70116;0.04853;-0.19614;0.73386;0.12576;-0.26179;0.4092
87840;102.655;1.6718199;1.62531;0.5979103;-3.0176;-2.15969;-0.52449;0.84822;-0.28085;-0.185;0.3579;0.26003;-0.36766;0.54433
87850;103.61;1.6834474;1.62356;0.5978291;-3.0981;-2.01364;-0.29689;0.3787;-0.30819;-0.25617;0.52321;0.0444;-0.21239;0.38646
87860;103.855;1.8265541;1.64123;0.5886453;-2.66407;-2.4186;-0.59101;0.58479;0.36583;-0.07649;0.27856;0.07427;-0.45648;0.38493
87870;103.799;1.717173;1.63189;0.5889287;-3.16249;-2.811;-0.03229;0.33647;-0.04221;-0.1131;0.4383;-0.05396;-0.31001;0.68136
87880;101.396;1.7562354;1.63555;0.5840226;-2.99227;-3.08934;-0.14821;0.75941;-0.20218;0.45465;0.39827;-0.44437;-0.62302;0.63908
87890;103.727;1.7797053;1.63028;0.5878382;-3.15217;-2.62773;-0.01704;0.68159;0.22074;0.13092;0.35821;-0.44333;-0.37317;0.67255
87900;104.61;1.6768306;1.62814;0.6019533;-3.37799;-2.58741;-0.12627;0.92;-0.13686;-0.15131;0.38977;-0.49622;-0.23056;0.83727
87910;103.705;1.6411629;1.63146;0.5965894;-3.4377;-2.8239;0.05229;0.80365;-0.10645;0.0957;0.33141;-0.50147;-0.58856;0.85968
87920;105.468;1.7396777;1.63619;0.5966485;-3.0251;-2.45278;-0.45513;0.87891;0.0117;0.02912;0.20057;-0.33746;-0.33298;0.454
87930;104.151;1.6945046;1.63533;0.6029495;-3.10418;-2.29398;-0.65193;1.03542;-0.20762;-0.29454;0.3219;-0.26123;-0.53264;0.53652
87940;103.63;1.6781716;1.63254;0.596373;-2.88621;-2.43941;-0.81717;0.86037;-0.20422;-0.33678;0.45314;-0.21537;-0.51583;0.5581
87950;101.515;1.7205015;1.63105;0.5928617;-2.78129;-2.14525;-0.81662;0.7388;0.0143;-0.20559;0.46059;-0.47658;-0.39394;0.36822
87960;105.404;1.8017938;1.63967;0.5908379;-2.36359;-2.22987;-1.26223;0.81658;0.30547;-0.26569;0.40955;-0.26844;-0.35891;0.47107
87970;102.06;1.7742679;1.62219;0.6009935;-3.00902;-1.98479;-0.69274;0.52023;-0.00622;-0.23187;0.48031;-0.71753;-0.22646;0.58287
87980;103.037;1.8204824;1.63094;0.5958759;-3.20751;-2.21408;-0.19646;0.81153;0.3274;0.25745;0.63713;-0.88202;-0.59185;0.59738
87990;100.687;1.7230302;1.6169;0.6130477;-3.48738;-2.58079;-1.02;0.56962;0.32818;0.01154;0.4449;-0.90846;-0.31666;0.55862
88000;100.362;1.7769291;1.62032;0.6041174;-2.94401;-2.28206;-1.02562;0.23541;0.36485;0.00006;0.62056;-0.73596;-0.27793;0.75071
88010;103.36;1.8678757;1.62659;0.5936596;-2.85201;-2.06754;-0.43064;0.57109;0.26896;0.38782;0.60832;-0.94764;-0.64075;0.51193
88020;102.873;1.7689613;1.62909;0.5955222;-3.04623;-2.18697;-0.37492;0.714;-0.07323;0.18274;0.82209;-0.7065;-0.30062;0.64448
88030;104.215;1.7680025;1.62535;0.6136287;-3.01105;-1.79139;-1.07636;0.74424;0.05145;-0.11302;0.11042;-0.56834;-0.14448;0.32338
88040;104.486;1.7937168;1.62708;0.615201;-3.11615;-1.76029;-0.57905;0.26469;-0.25488;-0.11359;0.08789;-0.80657;-0.26893;0.55071
88050;102.256;1.6286008;1.62668;0.6271523;-3.20767;-1.69189;-1.1325;0.35887;-0.33276;-0.3106;-0.21335;-0.36294;-0.19632;0.4297
88060;102.485;1.6341443;1.62467;0.6290309;-2.95435;-1.34697;-1.31037;0.27531;-0.63701;-0.46123;-0.05482;-0.58009;-0.00483;0.49145
88070;103.4;1.6364813;1.62623;0.6266713;-3.01265;-1.7274;-1.36567;0.32854;-0.47682;-0.43407;-0.0742;-0.86339;-0.1102;0.60308
88080;102.221;1.6884304;1.62872;0.6072886;-2.98168;-1.98594;-0.66579;0.19184;-0.32656;0.00014;0.09353;-0.70742;-0.10803;0.66872
88090;102.139;1.6467823;1.62091;0.6247751;-3.13828;-1.38736;-0.977;0.17115;-0.58549;-0.13863;-0.1526;-0.65698;-0.00846;0.55692
88100;102.384;1.6666511;1.62052;0.6169752;-3.25925;-1.59267;-0.68347;0.2515;-0.50848;-0.41242;0.04236;-0.50351;-0.18181;0.32367
88110;103.983;1.6865463;1.62667;0.6031261;-3.06935;-1.86486;-0.45526;0.30133;-0.30414;0.17089;0.45188;-0.60382;-0.31346;0.60365
88120;102.677;1.6318135;1.62366;0.6133872;-3.27795;-2.24402;-0.93134;0.26014;-0.5179;0.10519;0.33062;-0.48732;-0.21741;0.67912
88130;101.277;1.6882625;1.62414;0.5970669;-2.8965;-2.00019;-0.56081;0.2173;-0.28847;-0.11033;0.46068;-0.48939;-0.14746;0.64699
88140;102.105;1.6957726;1.62334;0.6118529;-3.02396;-1.66973;-0.77576;0.12715;-0.29749;0.0638;0.02722;-0.46498;0.02116;0.67477
88150;101.203;1.7077286;1.62187;0.6073432;-2.94308;-1.72509;-0.81082;0.26472;-0.30433;0.21373;0.13804;-0.1728;0.02522;0.7141
88160;102.223;1.734254;1.62253;0.6168841;-3.03194;-1.47944;-0.98174;0.33816;-0.53697;0.16828;0.16233;-0.598;0.03406;0.55086
88170;101.494;1.7258775;1.61827;0.6172312;-3.02016;-1.65546;-1.07342;0.42504;-0.56927;0.1472;0.11801;-0.50907;-0.14882;0.6001
88180;100.351;1.6852392;1.62301;0.6183463;-3.25704;-1.72254;-0.59622;0.04069;-0.3902;0.03248;0.0693;-0.78481;-0.06386;0.89618
88190;100.009;1.6834803;1.61049;0.6159847;-3.49605;-1.91187;-0.16719;-0.0077;-0.54514;0.37753;-0.04539;-0.17559;-0.16672;0.76257
88200;100.368;1.7170912;1.62001;0.6097684;-3.0661;-1.41182;-0.36203;0.15296;-0.93566;0.41153;0.2075;-0.30344;-0.24198;0.45382
88210;101.58;1.7080575;1.61535;0.6144406;-3.33831;-1.3352;-0.22957;-0.08012;-0.46122;0.0181;0.2402;-0.05341;-0.05347;0.263
