time;a;d;g;r;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10
48350;100.087;2.2023129;1.64592;0.59501;-0.33417;2.20008;0.78573;0.46157;0.95855;-0.61808;-0.69448;-0.94683;-0.35912;-0.02331
48360;97.727;2.0849929;1.63497;0.6139198;-0.41715;2.82454;0.37633;0.71537;0.39313;-1.21685;-0.52696;-0.74411;-0.13042;-0.19117
48370;97.794;2.0659251;1.63511;0.6125323;-0.31408;2.59486;-0.03482;0.35115;0.6784;-1.23094;-0.45894;-0.75206;-0.29224;-0.27383
48380;98.794;2.168252;1.63396;0.6041664;-0.15841;2.46737;-0.03477;0.52224;0.81315;-1.1072;-0.54396;-0.76502;-0.13523;-0.1302
48390;99.787;2.1461332;1.64756;0.600486;-0.10648;2.18414;-0.20808;0.9255;0.82705;-0.52765;-0.43986;-0.7799;-0.44738;0.09618
48400;99.28;2.2029834;1.64386;0.6036559;-0.01606;2.50867;-0.02039;1.08849;0.5782;-0.33816;-0.65426;-1.17591;-0.18357;-0.09148
48410;100.483;2.1692483;1.64285;0.606335;-0.23281;2.30028;-0.17791;0.89163;0.80579;-0.78651;-0.65213;-1.02597;-0.31025;-0.00083
48420;98.831;2.1042976;1.63977;0.6089029;-0.27759;2.18987;-0.53586;1.0474;1.07846;-0.97558;-0.54534;-0.44447;-0.42023;-0.0762
48430;101.209;2.1837885;1.64325;0.5938037;-0.16911;2.17708;0.10153;0.73126;0.72091;-0.55975;-0.65625;-0.64149;-0.36264;0.03921
48440;99.37;2.1017058;1.63554;0.6103389;-0.21756;2.65538;0.0107;0.34983;0.41711;-0.99082;-0.46272;-0.78335;-0.26296;-0.28472
48450;99.891;2.1560133;1.64033;0.5958602;-0.18711;2.19289;-0.23313;0.72713;0.7695;-0.60537;-0.23107;-0.79189;0.0278;-0.17048
48460;100.883;2.1475148;1.64826;0.6066758;-0.1305;2.52114;0.08748;0.77264;1.00479;-1.13973;-0.67341;-0.69994;-0.19531;-0.17049
48470;98.981;2.0650251;1.63426;0.6005478;-0.65925;2.10893;0.18549;1.1588;0.76385;-0.75493;-0.62931;-0.20322;-0.36481;-0.07352
48480;100.335;2.1122274;1.63797;0.6060677;-0.52798;2.34444;0.08156;0.89566;0.81454;-1.11077;-0.67961;-0.32929;-0.11335;-0.44109
48490;99.125;2.0876997;1.64096;0.5912105;-0.31497;2.06835;0.28916;1.01612;0.55676;-0.90144;-0.63588;-0.33296;-0.18226;-0.13723
48500;99.487;2.0920379;1.63643;0.5944975;-0.68375;1.73753;0.32621;0.66763;0.89104;-0.97333;-0.52535;-0.50814;-0.40508;0.07598
48510;102.61;2.1954362;1.65352;0.5819958;-0.11824;1.7294;0.17092;1.05126;1.24806;-0.86722;-0.77377;-0.01826;-0.35624;-0.29827
48520;102.95;2.1615655;1.6475;0.5963017;-0.19826;2.21524;0.22943;1.00542;1.00687;-0.53623;-0.78093;-0.63862;-0.36617;-0.09257
48530;100.828;2.2038844;1.64161;0.5862597;-0.14477;1.88553;-0.0033;0.88759;1.30397;-0.52395;-0.66904;-0.40849;-0.23123;0.02595
48540;101.816;2.19315;1.64616;0.5848303;-0.28614;1.91717;0.52105;0.72378;1.27766;-0.5587;-0.48022;-0.48727;-0.31797;0.15128
48550;102.434;2.1521025;1.63716;0.5918142;-0.55497;1.59171;0.44976;0.56704;0.97234;-0.61256;-0.91545;-0.3428;-0.5198;0.53732
48560;100.689;2.1545663;1.63903;0.5866609;-0.4334;1.89828;1.01371;0.51368;0.91544;-0.94041;-0.69808;-0.53367;-0.29347;0.38623
48570;99.924;2.1891284;1.64785;0.5910729;-0.10737;2.04586;0.08193;0.79384;1.24367;-0.36448;-0.58349;-0.62796;-0.3137;0.01507
48580;99.783;2.2103474;1.64937;0.583102;-0.19339;1.905;0.27488;0.8377;1.13222;-0.49917;-0.53906;-0.03569;-0.3809;-0.0634
48590;100.922;2.1486387;1.65603;0.5870778;-0.0565;1.8692;-0.21333;1.0943;0.9497;-0.70306;-0.65539;-0.29647;-0.37702;-0.31518
48600;101.784;2.1363471;1.6457;0.5968581;-0.25938;2.22668;0.08506;0.83203;0.6855;-0.51475;-0.6844;-0.40472;-0.23434;-0.05854
48610;100.714;2.2103581;1.65655;0.5939856;-0.01568;2.19446;-0.08594;0.87987;0.9506;-0.52507;-0.44912;-0.52984;-0.35771;-0.24352
48620;102.371;2.2658546;1.6615;0.595927;0.295;2.3085;-0.30313;1.35199;1.14223;-0.45388;-0.76942;-0.72232;-0.54008;-0.39222
48630;103.327;2.2184319;1.65378;0.6000785;0.14573;2.31624;-0.37281;0.95921;1.0284;-0.33581;-0.54588;-0.78879;-0.46491;-0.17697
48640;103.442;2.1176457;1.65061;0.5943999;-0.35354;2.06313;0.27455;0.71288;1.11185;-0.50637;-0.52882;-0.1671;-0.38484;0.1551
48650;100.418;2.0497444;1.64179;0.6037;-0.76669;1.97438;0.04;0.67866;0.95709;-0.90631;-0.584;-0.28094;-0.28817;-0.15049
48660;101.807;2.1341555;1.64765;0.5865045;-0.07412;1.91361;-0.0284;0.79163;1.06552;-0.55369;-0.34427;-0.39049;-0.37919;0.12373
48670;100.909;2.108825;1.64639;0.5908617;-0.03053;1.85158;-0.35064;0.69043;0.86134;-0.69408;-0.6035;-0.40356;-0.45922;-0.22171
48680;102.915;2.1848938;1.65019;0.6109936;0.0588;2.81414;-0.04723;0.58963;0.69231;-0.5659;-0.50427;-0.48248;-0.05689;-0.10273
48690;100.076;2.1834371;1.6405;0.61468;0.11092;2.95543;-0.19838;0.47216;0.72104;-0.36968;-0.45344;-0.53582;0.00162;-0.00437
48700;98.703;2.1738584;1.64072;0.6034484;-0.08652;2.54332;-0.04614;0.91252;0.91759;-0.42642;-0.61089;-0.73135;-0.15147;-0.10067
48710;97.147;2.0819962;1.63874;0.6163474;-0.39516;2.77449;-0.01227;0.49288;0.56951;-0.81182;-0.45977;-0.09176;-0.27945;-0.27037
48720;100.678;2.0091877;1.63374;0.6208141;-0.69824;2.57717;-0.17879;0.6096;0.67143;-0.95066;-0.47979;-0.10109;-0.3187;-0.11824
48730;100.679;2.1519144;1.63905;0.614486;-0.29299;2.71941;-0.20414;0.63293;0.84389;-0.79404;-0.33499;-0.54504;-0.29879;-0.25021
48740;103.723;2.1483338;1.65402;0.5925197;-0.26594;2.05283;0.01316;0.35766;1.33722;-0.58506;0.06817;-0.77107;-0.31779;-0.15382
48750;101.108;2.2084498;1.64406;0.6024889;-0.32757;2.46155;0.22471;0.84581;1.29848;-0.89029;-0.55616;-0.47441;-0.28345;-0.27612
48760;103.137;2.2640467;1.65074;0.5819114;-0.01856;2.17968;0.8566;0.70828;1.50696;-0.43659;-0.15225;-0.84988;-0.23196;0.14008
48770;100.872;2.2690709;1.65173;0.6067858;0.26278;2.65868;-0.26806;0.88894;1.61249;-0.5809;-0.33918;-0.81824;-0.21156;-0.24643
48780;103.132;2.1639276;1.64266;0.6015654;0.10872;2.70434;0.02356;0.66785;1.12651;-0.65814;-0.34495;-0.66934;-0.0244;0.01009
48790;101.649;2.141901;1.6383;0.6026315;-0.35126;2.50655;0.3717;0.54945;1.18859;-0.91432;-0.3939;-0.60912;-0.18384;-0.05466
48800;101.29;2.1828949;1.64284;0.6004791;-0.14289;2.39964;0.03906;0.74895;0.99513;-0.73333;-0.48361;-0.36833;-0.31974;-0.16469
48810;101.851;2.0995443;1.64005;0.5903893;-0.53881;2.07624;0.85558;0.39386;0.85466;-0.64283;-0.53368;-0.10349;-0.45728;-0.01329
48820;101.344;2.2054801;1.63859;0.5974359;0.04306;2.86386;0.71134;0.58059;0.73433;-0.60874;-0.41916;-0.76187;-0.13173;-0.14527
48830;101.741;2.1515067;1.6388;0.6093969;-0.29138;2.78774;0.50239;0.6973;0.78001;-0.62856;-0.58189;-0.85;-0.48405;-0.14365
48840;102.093;2.1382911;1.64131;0.604749;-0.08983;2.55682;0.03322;0.44659;0.88455;-0.78566;-0.46971;-0.40744;-0.42352;-0.12571
48850;102.532;2.2011628;1.63976;0.607457;-0.06966;2.41448;-0.11215;0.75879;1.06879;-0.24436;-0.68325;-0.87922;-0.6903;0.34705
48860;100.548;2.1175919;1.6313;0.6092397;-0.39034;2.29704;-0.32177;0.80223;1.0217;-0.78759;-0.36356;-0.61542;-0.50875;0.02444
48870;100.873;2.138181;1.63524;0.6066773;-0.46125;2.30339;-0.14215;0.6837;1.09609;-0.80311;-0.32053;-0.63159;-0.27904;-0.30804
48880;98.573;2.1420181;1.63522;0.6065666;-0.53721;2.28956;0.12416;0.44651;1.42241;-0.67489;-0.43259;-0.56204;-0.49002;-0.03139
48890;99.998;2.1553826;1.63731;0.6133882;-0.29704;2.74579;-0.03428;0.3954;1.2206;-0.5042;-0.50327;-0.33477;-0.32925;-0.21049
48900;100.483;2.0952194;1.63792;0.6162859;-0.30422;2.70204;-0.13883;0.22032;1.08644;-0.7829;-0.44976;-0.30199;-0.29403;-0.30721
48910;100.82;2.1495194;1.63566;0.6055516;-0.40878;2.5395;0.31491;0.40615;0.80791;-0.66539;-0.56956;-0.23277;-0.3737;-0.22026
48920;100.535;2.1577775;1.63801;0.6169626;-0.23437;2.84996;0.13561;0.27038;0.98678;-0.84197;-0.667;-0.67038;-0.25253;-0.21797
48930;102.964;2.1278131;1.63535;0.6117919;-0.54061;2.50615;0.37556;0.48971;1.07223;-0.66539;-0.62368;-0.64587;-0.41548;0.17892
48940;100.764;2.1254573;1.6412;0.6070122;-0.52749;2.50113;0.61607;0.20352;0.94057;-0.50219;-0.48138;-0.46529;-0.44297;-0.15614
48950;100.289;2.206748;1.6374;0.5987731;-0.24135;2.48379;0.69589;0.61469;1.09534;-0.53102;-0.44409;-0.60935;-0.35822;0.10691
48960;103.79;2.1238122;1.6318;0.607369;-0.62618;2.66322;0.80497;0.49181;0.81959;-0.93732;0.04768;-0.82145;-0.14878;0.12063
48970;101.481;2.1131215;1.6406;0.6059012;-0.60194;2.44993;0.64037;0.58584;0.75585;-0.76264;-0.04947;-0.99308;-0.4375;-0.0713
48980;102.926;2.1744201;1.64089;0.6018935;-0.52041;2.31991;0.38624;0.54983;1.04291;-0.68577;-0.21997;-0.83139;-0.46768;-0.10396
48990;103.168;2.1012337;1.63384;0.6072086;-0.67387;2.64697;1.06229;0.26747;0.58809;-0.82651;-0.19053;-0.90116;-0.21927;0.21798
49000;100.842;2.1274941;1.63755;0.6023085;-0.78096;2.22494;1.019;0.52623;0.75429;-0.81872;-0.39602;-1.41269;-0.35101;0.13984
49010;101.934;2.1287174;1.63225;0.610453;-0.69682;2.55859;0.81769;0.4257;0.63546;-0.42222;-0.4004;-1.3556;-0.0576;0.10775
49020;101.586;2.1713836;1.64693;0.6100234;-0.19716;2.73032;0.43663;0.75244;0.52686;-0.38137;-0.60366;-1.19465;-0.39259;-0.10065
49030;101.546;2.1720061;1.64196;0.6214238;0.05775;3.05465;-0.23402;0.54134;0.48591;-0.51937;-0.39568;-1.19254;-0.04792;-0.15184
49040;102.321;2.1309595;1.63663;0.6066619;-0.28122;2.64159;0.3829;0.74036;0.84204;-0.87118;-0.46482;-0.9168;-0.0996;0.02407
49050;98.682;2.1447139;1.6385;0.594843;-0.19213;2.55836;0.58953;0.53243;0.45154;-0.83723;-0.01698;-0.62953;-0.03843;-0.03928
49060;99.817;2.1405637;1.63166;0.6018347;-0.57463;2.50347;0.49482;1.01003;0.77922;-1.00501;-0.50314;-0.47757;-0.12048;-0.22997
49070;100.187;2.1627018;1.63575;0.5920511;-0.34864;2.47744;0.98403;0.8173;0.42955;-0.73541;-0.31961;-0.89251;-0.00582;-0.0023
49080;101.236;2.1647911;1.63861;0.59714;-0.68148;2.44108;1.34518;0.58362;0.47899;-1.01057;-0.4414;-0.87446;-0.29497;-0.23958
49090;100.796;2.1996174;1.64337;0.5785574;-0.35924;2.08531;1.39812;0.43602;0.82592;-0.56485;-0.60357;-0.55284;-0.30766;-0.04615
49100;100.225;2.2679532;1.64465;0.5752192;-0.12232;1.98349;1.49627;0.25861;0.61286;-0.64773;-0.40974;-1.37858;-0.44986;0.00319
49110;102.061;2.1263261;1.63393;0.5898889;-0.70252;2.07042;1.07893;0.47159;0.69357;-0.86075;-0.31557;-0.65474;-0.2399;-0.00896
49120;99.764;2.1362305;1.64106;0.5905837;-0.64099;2.08271;1.15084;0.2463;0.56866;-0.89338;-0.48548;-0.82143;-0.3189;-0.18327
49130;101.865;2.0842974;1.63318;0.5998009;-1.0949;2.08611;1.71068;0.02598;0.11308;-1.0337;-0.58488;-0.87406;-0.44693;-0.09901
49140;102.533;2.0108638;1.63629;0.6056885;-1.45806;1.97776;1.56227;0.18267;0.25917;-0.89392;-0.75686;-0.68455;-0.53812;-0.11774
49150;101.886;2.1096921;1.63844;0.607034;-0.79235;2.48715;1.17168;0.12479;0.14665;-0.94284;-0.50702;-0.95939;-0.34706;-0.44357
49160;102.913;2.1860969;1.65177;0.6064897;-0.30202;2.84481;0.91186;0.43922;0.37792;-1.04628;-0.61663;-0.56262;-0.1725;-0.61511
49170;101.559;2.0680909;1.63821;0.6103738;-0.75248;2.75745;0.99397;0.12296;0.24422;-1.03637;-0.51421;-0.4359;0.04621;-0.3944
49180;101.446;2.1260412;1.6352;0.5909045;-0.63362;2.3402;1.63886;-0.04535;0.19196;-0.83388;-0.3494;-0.4541;0.16137;0.03286
49190;100.222;2.1668143;1.63135;0.6018335;-0.60595;2.5854;1.5587;-0.27922;0.17564;-0.78038;-0.34561;-1.04334;-0.13048;-0.01422
49200;100.981;2.1721048;1.62702;0.5763439;-0.63767;1.86117;1.82164;-0.25419;0.415;-0.59227;-0.32302;-0.83475;-0.18041;0.03952
49210;102.804;2.100292;1.63228;0.6004633;-0.56384;2.68886;1.72596;-0.01749;-0.00631;-0.79874;-0.37849;-0.62195;-0.04237;0.05232
49220;101.912;2.1376657;1.63262;0.5779273;-0.72361;1.80657;1.62106;0.3699;0.64554;-0.81769;-0.33349;-0.25208;-0.31093;0.10539
49230;104.436;2.1933298;1.6467;0.5890772;-0.11947;2.42329;0.87058;0.38791;0.65974;-0.77899;-0.48318;-0.55936;-0.37857;-0.49263
49240;100.799;2.2036605;1.64181;0.5884985;-0.20315;2.2727;0.64502;0.66042;0.84147;-0.37852;-0.45886;-0.59815;-0.40459;-0.17972
49250;102.821;2.1245449;1.63658;0.5918257;-0.59353;2.12121;0.8403;0.54274;0.96699;-0.63981;-0.57922;-0.13827;-0.26872;-0.17631
49260;101.465;2.0722373;1.63463;0.6014979;-0.64368;2.33777;0.61064;0.44276;0.61936;-0.66772;-0.65907;-0.02888;-0.20523;-0.01628
49270;102.43;2.1413696;1.63878;0.6098043;-0.45848;2.6922;0.40391;0.34545;0.92692;-0.79015;-0.64749;-0.51389;-0.21331;-0.44308
49280;102.239;2.1754675;1.64293;0.6083556;-0.46737;2.62787;0.5314;0.76982;0.71668;-0.90573;-0.9008;-0.39829;-0.26651;-0.49032
49290;100.832;2.1269634;1.64266;0.600051;-0.43471;2.30114;0.36699;0.50639;0.66799;-0.7576;-0.56413;-0.46938;-0.2497;-0.2749
49300;102.69;2.1445866;1.64132;0.5840537;-0.36562;2.00284;0.60547;0.47552;0.95612;-0.58601;-0.37885;-0.41133;-0.33202;-0.20206
49310;101.526;2.0911796;1.63564;0.6002045;-0.68641;2.19493;0.64063;0.41553;0.79148;-0.66848;-0.69337;-0.60877;-0.20752;-0.05694
49320;102.236;2.1093349;1.64573;0.6048645;-0.23913;2.46111;0.02608;0.43148;0.72077;-0.98746;-0.6163;-0.66731;-0.08202;-0.45687
49330;102.129;2.1309073;1.63461;0.607902;-0.33392;2.76049;0.50188;0.365;0.75459;-0.8346;-0.35471;-0.4055;0.19117;0.0016
49340;101.296;2.1555693;1.63402;0.6004142;-0.53289;2.34924;0.74084;0.2701;1.00258;-0.8456;-0.28438;-0.35879;0.00091;-0.10808
49350;102.329;2.1139078;1.64312;0.5879673;-0.54853;1.86448;0.7205;0.16829;1.05093;-0.84265;-0.34394;-0.2319;-0.1567;-0.11344
49360;103.273;2.149713;1.63342;0.5774568;-0.60223;1.84362;1.47114;0.43857;0.88612;-0.49557;-0.32911;-0.22274;-0.13593;0.33529
49370;104.062;2.1219027;1.64417;0.5761932;-0.68643;1.54112;0.96708;0.34903;0.88222;-0.80803;-0.56222;0.01008;-0.01524;-0.05139
49380;101.893;2.0702596;1.63949;0.570581;-1.15478;1.06025;1.31757;0.31242;1.21462;-0.7381;-0.25931;0.18408;-0.06786;0.18792
49390;102.735;2.1304955;1.63803;0.5868041;-0.78316;1.74198;1.24291;-0.07711;1.04315;-0.53937;-0.49367;-0.22027;0.04207;0.17579
49400;102.372;2.082263;1.63265;0.5682862;-1.09336;1.19075;1.60442;-0.04467;0.88179;-0.69029;0.00532;-0.08219;0.05713;0.17972
49410;102.815;2.1123486;1.64394;0.5729177;-0.79807;1.42683;1.38561;0.1069;0.78724;-0.72888;-0.33127;-0.15699;-0.16126;-0.02521
49420;104.431;2.0990753;1.65073;0.575379;-0.73757;1.52595;1.24902;0.30297;0.91176;-1.09289;-0.35283;0.0838;-0.24888;-0.35138
49430;103.353;2.1112857;1.6355;0.5671813;-0.95594;1.17504;1.75;0.12924;1.02052;-0.91389;-0.11557;-0.38719;-0.01639;0.17781
49440;103.427;2.1962795;1.63831;0.5649239;-0.84398;1.304;1.9783;0.09926;1.21968;-0.64105;-0.23584;-0.38808;0.05418;0.47171
49450;101.754;2.2597804;1.64002;0.5471747;-0.49297;1.10704;2.36075;0.37729;1.08876;-0.67475;-0.50504;-0.34067;-0.24743;0.20204
49460;102.654;2.0985622;1.63505;0.5539341;-1.26936;0.48988;2.21036;0.67661;1.14144;-0.83322;-0.244;0.12764;-0.18681;0.39227
49470;102.219;2.1590025;1.63724;0.5431178;-0.79348;0.44071;2.09434;0.34378;1.16729;-0.54886;-0.31;0.23486;-0.16241;0.46611
49480;103.654;2.1166363;1.6418;0.5526251;-0.93375;0.54465;2.09567;0.34586;1.10441;-0.97702;-0.24621;0.60157;-0.13692;0.60372
49490;103.278;2.0349545;1.6408;0.5645627;-1.11101;1.01538;1.95643;0.21752;0.58218;-0.86908;-0.26283;0.19627;-0.15584;0.15612
49500;104.417;2.0516505;1.63647;0.5777555;-1.30426;1.20476;1.81263;0.32521;0.79777;-1.2554;-0.2999;0.15754;0.03897;0.1588
49510;102.371;2.077034;1.64653;0.5574789;-1.25592;0.48509;1.79446;0.45884;1.09764;-1.21569;-0.27155;0.56728;-0.13933;0.19829
49520;102.212;2.0915673;1.63584;0.5722898;-1.11793;1.24994;1.47318;0.49987;1.22572;-1.20862;-0.00521;0.52633;0.15936;0.15496
49530;99.049;2.021642;1.62867;0.580375;-1.20974;1.23393;1.07398;0.27496;0.90961;-1.53247;-0.25965;0.55712;0.27593;0.00856
49540;102.027;2.1905017;1.64017;0.5599678;-0.27279;1.51298;1.16679;0.38465;0.85658;-0.81443;-0.2349;0.16551;0.3139;0.05399
49550;103.688;2.1392889;1.64705;0.5589385;-0.51412;1.27434;1.37109;0.49619;0.595;-0.63558;-0.30636;-0.06942;-0.2633;-0.13528
49560;102.002;2.1981976;1.65436;0.5298494;-0.11478;0.68614;1.91236;0.35063;1.1274;-0.44538;-0.30875;0.54196;0.07038;0.2795
49570;104.98;2.1926861;1.64234;0.5529644;-0.41887;1.23428;1.77365;0.42454;0.87242;-0.95897;-0.38415;0.11684;-0.20265;-0.04912
49580;103.011;2.151988;1.65179;0.5357422;-0.5199;0.60386;1.8062;0.81029;0.83472;-0.70868;0.10364;0.42556;-0.21911;0.39659
49590;103.905;2.1275375;1.64308;0.5538326;-0.224;1.26906;1.01595;0.74238;0.95876;-0.99848;-0.05964;0.54403;0.29849;0.26384
49600;102.59;2.1461344;1.63965;0.5409381;-0.5274;0.61282;1.52052;0.75217;1.09958;-0.83716;-0.31508;0.90945;0.00543;0.40728
49610;101.554;2.1836081;1.64423;0.55223;-0.33729;1.33605;1.58615;0.76683;0.69772;-0.59523;-0.21929;0.29642;-0.24211;0.00474
49620;100.833;2.209614;1.64587;0.5672347;-0.08231;1.7961;0.88512;0.72556;0.69097;-0.46656;-0.26769;0.09535;-0.03464;-0.01975
49630;102.325;2.1179461;1.64399;0.5533371;-0.46995;1.20838;1.27592;0.54868;0.634;-0.56914;-0.05812;0.36066;-0.0637;0.02286
49640;101.711;2.1683531;1.64976;0.5483258;-0.03033;1.14195;0.862;0.98979;0.94586;-0.41452;-0.15229;0.87042;-0.04541;0.03584
49650;103.288;2.0653229;1.6444;0.5715027;-0.48646;1.33382;0.39172;0.47472;0.66243;-0.7815;-0.26169;0.77648;0.00621;-0.17277
49660;103.752;2.1705573;1.65239;0.5538579;-0.27564;0.92099;0.39625;0.83987;1.30021;-0.98734;0.09209;0.59845;-0.16283;-0.26173
49670;102.231;2.1585612;1.65009;0.5684982;-0.13592;1.39683;0.24021;0.74691;1.24856;-1.45449;-0.21934;0.45198;0.02934;-0.36709
49680;103.234;2.1601994;1.6419;0.5675503;-0.53133;1.10508;0.47004;0.83811;1.50256;-1.03087;-0.23192;0.32497;-0.10551;-0.132
49690;100.727;2.1000261;1.6416;0.5614195;-0.69575;0.84642;0.69267;0.56294;1.22892;-0.92957;-0.01194;0.67916;-0.20907;0.01528
49700;99.821;2.0870523;1.63976;0.5631086;-0.4669;0.90355;0.18785;0.58521;1.18556;-0.70007;-0.26992;0.57565;-0.31302;-0.14358
49710;101.03;2.0856645;1.63647;0.5611336;-0.5236;1.08587;0.53758;0.73207;0.96209;-0.71151;-0.21196;0.30646;-0.18693;-0.01359
49720;101.922;2.0489521;1.63932;0.5737435;-0.64137;1.33528;0.342;0.48403;0.71449;-0.404;-0.25943;0.36374;0.09968;-0.03589
49730;100.462;2.0717485;1.63767;0.5716472;-0.67796;1.34484;0.49692;0.71091;0.86118;-0.98874;-0.21312;0.58963;-0.01646;-0.04234
49740;102.622;2.0633152;1.63354;0.5774575;-0.79767;1.19457;0.20611;0.50185;1.26358;-0.92393;-0.21908;0.68356;-0.06148;0.01032
49750;102.34;1.9852686;1.64131;0.5835708;-0.66399;1.31589;-0.03535;0.43152;0.63274;-1.05308;-0.07097;0.70516;-0.17087;0.03983
49760;103.877;2.1046374;1.63887;0.5613048;-0.25326;0.98215;0.03523;0.54594;0.84286;-0.58822;-0.07308;0.21663;0.00832;0.12613
49770;103.934;2.0672052;1.64204;0.5723387;-0.43314;1.26358;0.06698;0.57236;1.04836;-1.16458;0.058;0.42039;-0.21535;-0.20161
49780;104.045;2.0025001;1.64397;0.5704918;-0.63688;1.09754;0.11439;0.64482;0.77513;-1.25682;0.03549;0.36984;-0.25722;-0.3366
49790;103.414;2.1033783;1.64238;0.570609;-0.70724;0.77822;0.01536;0.55426;1.23053;-1.09442;-0.15457;0.03004;-0.52086;-0.32345
49800;102.395;2.1233737;1.62828;0.5642567;-0.65442;0.97474;0.52717;0.75123;1.06722;-0.96298;0.00095;-0.17769;-0.3894;0.05923
49810;101.975;2.1711793;1.64039;0.5533916;-0.46657;0.85188;0.77409;0.60259;1.15177;-0.33978;-0.16473;-0.01418;-0.16673;0.26565
49820;102.748;2.1525178;1.63771;0.5489697;-0.46308;0.66838;0.7555;0.61918;1.13231;-0.13133;0.14006;0.01582;-0.286;0.28891
49830;103.638;2.1158957;1.63539;0.5631957;-0.60657;0.91061;0.41549;0.56589;1.0207;-0.34567;-0.36093;-0.02148;-0.07295;0.07782
49840;102.021;2.0974269;1.64191;0.5680661;-0.44644;1.25994;0.32553;0.6264;1.05788;-0.59562;-0.16138;0.05891;-0.21411;-0.02205
49850;100.997;2.1549602;1.63684;0.5648839;-0.07297;1.4665;0.34518;0.36312;0.88589;-0.44372;0.01345;0.33986;-0.22351;0.05612
49860;101.006;2.149101;1.63335;0.5623674;-0.31802;1.38764;0.6694;0.59782;1.12642;-0.43037;-0.13069;-0.01222;0.05361;0.11742
49870;100.8;2.1672494;1.64625;0.5704687;0.169;1.78304;0.03522;0.76324;1.02709;-0.44515;-0.21116;0.37815;0.3426;0.00721
49880;103.219;2.0941408;1.63331;0.5848816;-0.25813;2.04976;0.26079;0.2421;0.86353;-0.72984;-0.03492;0.08949;0.05904;-0.13261
49890;102.057;2.0981569;1.62912;0.5822937;-0.72163;1.34485;0.19888;0.34253;1.16932;-0.99818;-0.37216;0.27303;-0.14721;-0.16017
49900;103.421;2.0707119;1.63962;0.5601826;-0.60767;0.73328;0.34236;0.66696;1.25358;-0.88359;-0.11266;0.58411;-0.14916;0.23132
49910;99.333;2.0808492;1.63168;0.5829136;-0.3615;1.81915;0.13006;0.4083;0.92573;-1.11478;-0.14309;-0.01153;0.30363;-0.21886
49920;102.093;2.1599162;1.64597;0.5817484;-0.07836;1.78228;-0.2959;0.79106;1.0928;-1.42589;-0.25395;0.42815;0.17052;-0.46726
49930;102.968;2.0719063;1.63978;0.5797939;-0.56635;1.4835;0.02041;0.72047;1.26146;-1.34153;-0.12403;0.40858;0.37824;-0.25273
49940;103.802;2.1375952;1.63331;0.5702374;-0.31709;1.35909;0.17793;0.57425;1.0204;-1.03462;0.08405;0.08787;0.19854;0.04206
49950;103.229;2.0900319;1.63185;0.5638745;-0.57214;1.15161;0.9161;0.2188;0.84008;-0.81055;0.07677;0.08169;0.13534;0.41401
49960;101.782;2.2260721;1.64074;0.5587865;-0.36114;0.83914;0.48554;0.69417;1.5445;-0.1797;-0.08521;-0.17754;-0.34259;0.4003
49970;105.015;2.1423426;1.64395;0.5527828;-1.04352;0.40975;1.68477;0.34304;1.26593;-0.72866;-0.05083;-0.14564;-0.24314;0.35611
49980;102.427;2.0461769;1.63167;0.5699362;-1.1084;0.80365;1.13647;0.42179;1.06798;-1.02557;-0.34861;0.05596;-0.12976;0.4874
49990;104.61;2.0516067;1.64466;0.5641266;-1.02502;0.60013;0.72948;0.51427;1.45686;-0.86037;-0.18928;0.30139;-0.32298;0.30841
50000;102.142;2.0165303;1.63412;0.5687339;-1.589;0.15533;1.09743;0.12641;1.21058;-1.03547;-0.19607;0.11933;-0.22459;0.23232
50010;105.98;2.0545335;1.64409;0.5488265;-1.04666;0.2214;1.41886;0.33513;1.31527;-0.54908;0.06816;0.21524;-0.50635;0.62003
50020;106.189;2.0518484;1.64157;0.5610611;-1.04036;0.28286;0.80294;0.5151;1.51382;-0.85987;-0.15641;0.71316;-0.45;0.46358
50030;104.916;2.1406868;1.64843;0.5440721;-0.3577;0.29844;0.60306;0.60261;1.61643;-0.63454;-0.19826;0.40837;-0.29168;0.50533
50040;106.076;2.2312362;1.66062;0.5401214;-0.06103;0.70708;0.8712;0.63372;1.53027;-0.28826;-0.18475;0.10818;-0.229;0.07984
50050;103.13;2.2163403;1.64995;0.5429553;-0.01834;0.84981;1.22784;0.51023;1.08356;-0.0978;-0.44124;-0.1212;-0.37432;0.67336
50060;104.039;2.1631241;1.63649;0.5590613;-0.32083;1.30128;1.0981;0.16479;1.07052;-0.05454;-0.17121;-0.15591;-0.0172;0.55981
50070;104.503;2.1295743;1.64062;0.5692239;-0.31946;1.47615;0.62557;0.3907;1.05631;-0.51581;-0.15212;-0.09119;-0.16732;0.35127
50080;107.316;2.1139796;1.65321;0.566173;-0.23753;1.16045;0.36984;0.58449;1.15966;-0.57902;-0.18379;-0.18777;-0.37402;0.39494
50090;104.813;2.1514316;1.64272;0.558648;-0.45838;0.96064;0.85142;0.53171;1.07619;0.04586;-0.14756;-0.28706;-0.16943;0.7545
50100;103.296;2.1252713;1.63491;0.5631931;-0.4995;1.1279;0.68028;0.68006;1.32885;-0.42366;-0.18632;-0.1298;-0.15051;0.52056
50110;104.058;2.1267738;1.64567;0.5730937;-0.54279;1.3133;0.24732;0.93313;1.29607;-0.9083;-0.25913;0.0356;-0.11707;0.02112
